stream,category,confidence,core_candidate,wc,has_url,text_preview,has_financial_pretence,has_credentials_request,has_reward_or_prize,has_confidentiality_appeal
sa_spam,promo_marketing_email,high,False,26,False,"The following advertisement is being sponsored by
AVIRTUALSHOPPER.COM
The Internets Leading source for permission based ",False,False,False,False
sa_spam,promo_marketing_email,high,False,265,True,"Preferred best and preferred non-tobacco rates
 slashed on face amounts of $250,000 or more!
 
  
GTO 20 Preferred Best ",False,False,False,False
sa_spam,promo_marketing_email,high,False,138,False,"Sick and tired of
email directories that don't deliver what they promise?
These days it's almost getting to the point we",False,False,False,False
sa_spam,promo_marketing_email,high,False,217,False,"Does Your Computer Need an Oil
Change?
NortonSystemWorks
2002 Professional
Edition
Made
by the Creators of the #1 Anti-V",False,False,False,False
sa_spam,promo_marketing_email,high,False,33,True,You received this email because you signed up at one of Offer888.com's websites or you signed up with a party that has c,False,False,False,False
sa_spam,promo_marketing_email,high,False,65,False,"Due to heavy demand from our customers we are extending the
5% EXTRA Off Coupon on all your purchases with Coupon Code R",False,False,False,False
sa_spam,promo_marketing_email,high,False,126,False,"Tremendous Savings
on Toners,
Inkjets, FAX, and Thermal Replenishables!!
Toners 2 Go
is your secret
weapon to lowering y",False,False,False,False
sa_spam,promo_marketing_email,high,False,67,False,"Mother Natures all Natural Marital Aid for Men and Women - Your's Risk Free!
The all natural safe formula for men and wo",False,False,False,False
sa_spam,promo_marketing_email,high,False,56,True,"As to

Want to refinance?

Fill out this quick form and immediately have mortgage
companies compete for you business. 

",False,False,False,False
sa_spam,unclear_other,low,False,62,True,"신선한
촛불 파티에 초대 합니다
촛불 이벤트를 생각해 보셨나요?
색다른 감동을 전해보고 싶다구요?
여기에 지금까지 느껴보지 못했던 신선한 아이디어가 있습니다
~직접 원하는 글씨를 써 나타나게하는 메시지초
~하나에 점",False,False,False,False
sa_spam,candidate_419_or_advance_fee,high,True,600,False,"FROM: DR. BEN KOKORI

Compliments of the season.  I would like to firstly send to you the best wishes of good health and",True,False,True,True
sa_spam,promo_marketing_email,high,False,133,False,"Dental Plans For $6.95 Per
Month
Dental Plans For You And Your
Entire Family
A Variety Of Plan Choices
NationwideDental ",False,False,False,False
sa_spam,promo_marketing_email,high,False,285,True,"_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/

 S   P   E   C   I   A   L         R   E   P   O   R   T  
",False,False,False,False
sa_spam,promo_marketing_email,high,False,122,True,"Dear Homeowner, 

Interest Rates are at their lowest point in 40 years! We help you find the 
best rate for your situati",False,False,False,True
sa_spam,promo_marketing_email,high,False,154,True,"IMPORTANT INFORMATION:

The new domain names are finally available to the general public at discount prices. Now you can",False,False,False,False
sa_spam,promo_marketing_email,medium,False,94,True,"Want to make a million bucks this year?
Me too but it's probably not going happen!
 
However if your looking for the opp",False,False,False,False
sa_spam,promo_marketing_email,medium,False,25,False,"martinez
Your home refinance loan is approved!
To get your approved amount go
here.
To be excluded from further notices ",False,False,False,False
sa_spam,promo_marketing_email,high,False,119,False,"職 場 快 報
二十一世紀的明日之星
★親 旺 連 鎖 超 商★
在一片不景氣中，日用品市場仍一枝獨秀。無論是在海內外，
皆是一樣。經濟學者預估，日用品市場仍是主宰經濟大軸。
一份付出，一生關懷
聯合消費,共享回饋,輕鬆加盟,備受尊榮
的經",False,False,True,False
sa_spam,promo_marketing_email,high,False,140,True,"Save thousands by refinancing now. Apply from the privacy of your home and receive a FREE no-obligation loan quote.
http",False,False,False,False
sa_spam,promo_marketing_email,high,False,144,False,"THANK YOU FOR SHOPPING WITH US
GIFTS FOR ALL OCCASIONS
FREE GIFT WITH $50.00 PURCHASE
For a limited time only, receive t",False,False,True,False
sa_spam,promo_marketing_email,medium,False,594,False,"The Financial News, May 2002

Production Mini-plants in mobile containers. Co-investment Program

""...Science Network wi",False,False,False,False
sa_spam,promo_marketing_email,high,False,231,True,"FREE
 LTC ""Sales Closers""	
 Just tell us which sales closer you would like us to send you!	
 	 Our state-of-the art Poin",False,False,True,False
sa_spam,promo_marketing_email,high,False,154,False,"Now you can have HUNDREDS of lenders compete for your loan!
Refinancing
New Home Loans
Debt Consolidation
Debt Consultat",False,False,False,False
sa_spam,promo_marketing_email,high,False,239,False,"THIS
IS A SPECIAL FREE OFFER THAT YOU WILL ONLY GET ONCE!
My name
is Paige and I have made a new site for my friends. Th",False,True,False,False
sa_spam,promo_marketing_email,high,False,156,True,"{%RAND}
PUBLIC ANNOUNCEMENT:

The new domain names are finally available to the general public at discount prices. No",False,False,False,False
sa_spam,promo_marketing_email,high,False,118,True,"7496fcQA2-9l10 

For the men:  
*Currently, there are 142,736 married women in the U.S. 
who are lonley and looking ",False,False,False,False
sa_spam,unclear_other,medium,False,17,False,"对一个血癌病人和家属朋友而言，时间一分一秒地过去，越令人害怕。
我们急需要一位血型AB型的骨髓捐赠者虽然只有百万分之一的机会，因为您的慈悲与大爱，她才有活
下去的希望。
请伸出您的援手与我们联络也请您可以将这封信再转寄给您的亲朋好友们,谢谢",False,False,False,False
sa_spam,promo_marketing_email,high,False,301,True,"Hello Unlimited International Telephone Call Marketer,

If you ordered a flat-rate domestic calling product or a 20 minu",False,False,True,False
sa_spam,promo_marketing_email,medium,False,79,False,"Learn How To Make $8,000 within 7-14 days!

Get out of Debt in 60 days!
Please listen to the 15 minute overview calls 
a",True,False,False,False
sa_spam,promo_marketing_email,high,False,189,True,"YOUR SEX DRIVE SHOULD NEVER BE SECOND ON THE LIST!!!
VIAGRA ONLINE NOW AND SHIPPED WITHIN 24 HOURS!
http://buy-onlinepil",True,False,False,False
sa_spam,promo_marketing_email,high,False,366,True,"*This message was transferred with a trial version of CommuniGate(tm) Pro*
Free Debt Consolidation Information
Free 1 Mi",True,False,False,True
sa_spam,promo_marketing_email,high,False,379,True,"Dear jm ,
Want
To Harvest A Lot Of Email Addresses In A Very Short Time?
Easy Email
Searcher is
a powerful Email softwar",False,False,False,False
sa_spam,generic_spam_nonphishing,high,False,77,False,"Talk on Tele with locals in your area who want to meet for real encounters.
No pre recorded bull this is the real deal.
",False,False,False,False
sa_spam,generic_spam_nonphishing,high,False,242,False,"ENTER
THE WORLD FAMOUS Married But Lonely!
A worldwide non-profit organization founded and managed exclusively by
women
",False,False,False,False
sa_spam,promo_marketing_email,high,False,310,True,"<html>

<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=iso-8859-1"">
<title>Lowest Life Insurance Quo",False,False,False,False
sa_spam,promo_marketing_email,high,False,101,False,"Hot Tawnee the Internet Sensation is ready to bare all for
you.Looking at those firm tits and creamy soft
thighs you can",False,False,False,False
sa_spam,promo_marketing_email,high,False,348,True,"Hi-tech industry leader in an emerging 90 billion dollar 
environmental marketplace seeks U.S. and Canadian 
Entrepreneu",True,False,True,False
sa_spam,candidate_419_or_advance_fee,high,True,417,False,"KEVIN GEORGE

ABIDJAN,COTE D'IVORIE
WEST AFRICA

Dearest one,

Although we have not met, I got your contact through the ",True,False,True,True
sa_spam,promo_marketing_email,high,False,124,True,"When America's top companies compete for your business, you win.

In today's world, it's important to expect the unexpec",False,False,False,False
sa_spam,promo_marketing_email,high,False,90,False,"Hello,
I have visited iiu.taint.org and noticed that your website is not listed on some search engines.
I am sure that t",False,False,False,False
sa_spam,promo_marketing_email,high,False,147,False,"<HTML>
<BODY>
<center>
<font size=""4""><font color=""blue""><b>
Free sports, Free xxx Movies, Free Pay perview.
</b></font>",True,False,False,False
sa_spam,promo_marketing_email,high,False,973,False,"Dear Consumers, Increase your Business Sales! 

How??

By targeting millions of buyers via e-mail !! 

25 MILLION EMAILS",False,False,True,False
sa_spam,promo_marketing_email,high,False,529,True,"REKLAMLARINIZA SERVET ÖDEMEYiN!!! UCUZ, KOLAY VE KALICI REKLAMLARINIZ iCiN BiZi ARAYINIZ...
Bu ileti size islerinizi kol",False,False,True,False
sa_spam,promo_marketing_email,high,False,245,True,"Attention:  Internet Domain Registrant

The new top level domain names with extensions .BIZ, .INFO, .PRO, 
and .NAME hav",False,False,False,False
sa_spam,promo_marketing_email,high,False,489,True,"We are on the look-out for new partners such as you and your company

Whether you want to buy or sell, BlueCom Danmark A",False,False,False,False
sa_spam,promo_marketing_email,medium,False,85,True,"Are you ready for 10-5-2002?
 We are!
 	
 	
 	
Act Now... Call us today for more details
 800-550-2666 ext. 150
- or - 
",False,False,False,False
sa_spam,candidate_419_or_advance_fee,high,True,489,True,"Dear Sir/Madam,

I am well confident of your capability to assist me in
a transaction for mutual benefit of both parties",True,False,True,True
sa_spam,promo_marketing_email,high,False,897,False,"BUY PRODUCTS
70 to 80%
BELOW WHOLESALE
NEW, AND IN QUANTITIES YOU NEED
A SINGLE UNIT, A PALLET,
OR A TRUCKLOAD
1. Do you",True,False,False,False
sa_spam,promo_marketing_email,high,False,205,False,"Established Global Network Marketing Opportunity!

Our automated sales and marketing system signed up
over 450 people in",True,False,True,False
sa_spam,promo_marketing_email,high,False,355,True,"<HTML>
<BODY>
<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<!-- saved from url=(0053)http://www.glenda",False,False,True,False
sa_spam,promo_marketing_email,high,False,172,False,"Publish Like a Professional with Digital Publishing Tools
Easily Create Professional:
eBooks
eBrochures
eCatalogs
Resume",False,False,False,False
sa_spam,promo_marketing_email,high,False,2326,True,"Email Advertise to 28,000,000 People for FREE
Act Now Before 6pm PST on Monday, May 20th
and Receive a FREE $899.00 Bonu",False,False,True,False
sa_spam,promo_marketing_email,high,False,147,False,"THIS E-MAIL AD IS BEING SENT IN FULL COMPLIANCE WITH U.S. SENATE BILL 1618, TITLE #3, SECTION 301

TO REMOVE YOURSELF SE",False,False,False,False
sa_spam,promo_marketing_email,high,False,132,False,"Dear
Homeowner,
*6.25% 30 Yr Fixed Rate
Mortgage
Interest
rates are at their lowest point in 40 years! We help you
find ",False,False,False,False
sa_spam,promo_marketing_email,high,False,513,True,"This is not spam.  Thanks for posting to our promotional web sites. If you 
wish to no longer receive email from us at t",True,False,False,False
sa_spam,promo_marketing_email,high,False,152,True,"Unlist Information
This message is brought to you by Answer-us.com in
compliance with current federal laws. To find out ",False,False,False,False
sa_spam,promo_marketing_email,high,False,147,False,"This is what are customers are saying
“I was shocked. I can't believe how low the prices are, and the quality of the pro",False,False,False,False
sa_spam,promo_marketing_email,high,False,2738,False,"Free Personal and Business Grants
"" Qualify for at least $25,000 in free
grants money - Guaranteed! ""
Each day over One ",True,False,True,False
sa_spam,promo_marketing_email,high,False,234,True,"You're Invited!
 Learn About Our...

    
 FREE Annuity Client Seminar System	
Call us to reserve your space today!

 80",True,False,True,False
sa_spam,candidate_419_or_advance_fee,high,True,1548,False,"Thank you for your interest!
Judgment Courses offers an extensive training
course in ""How to Collect MoneyJudgments""
If ",True,False,True,False
sa_spam,promo_marketing_email,high,False,223,True,"Juice... for Your Health!
Turn your favorite fruits and vegetables into good-for-you juice! Juiceman II is the quick and",False,False,False,False
sa_spam,promo_marketing_email,high,False,158,False,"Human Growth Hormone Precursor
Receive 2 $89.95 bott!
les of NeoTropin hGH free as our gift and save $20 dollars on each",False,False,True,False
sa_spam,promo_marketing_email,high,False,522,False,"Dear Justin,	
					

Net Nation IT Recruitment Candidate Update Newsletter

Our goal is to help you achieve your compani",False,False,False,False
sa_spam,promo_marketing_email,high,False,127,True,"Tremendous Savings
on Toners,
Inkjets, FAX, and Thermal Replenishables!!
Toners 2 Go
is your secret
weapon to lowering y",False,False,False,False
sa_spam,promo_marketing_email,high,False,504,True,"There's only one thing better than a market driven business and 
that's a market driven business that offers consumable",True,False,True,False
sa_spam,candidate_419_or_advance_fee,high,True,335,True,"Hi,
Want to increase your chances of winning a big jackpot in those
Internet contests?
Michael Khalili, the famous progr",True,False,True,False
sa_spam,generic_spam_nonphishing,medium,False,11,True,PGh0bWw+DQo8aGVhZD4NCjxtZXRhIGh0dHAtZXF1aXY9IkNvbnRlbnQtVHlwZSIgY29udGVudD0idGV4dC9odG1sOyBjaGFyc2V0PXdpbmRvd3MtMTI1NCI+,False,False,False,False
sa_spam,candidate_419_or_advance_fee,high,True,529,False,"Mr.Vincent Nnaji,
 Standard Trust Bank Ltd,
 Lagos,Nigeria.
 Dear Sir,
 I am Mr.Vincent Nnaji, Bank Manager of Standard ",True,True,True,True
sa_spam,promo_marketing_email,high,False,222,False,"""Now
is the time to take advantage of falling interest rates! There is no
advantage in waiting any longer.""
Refinance or",True,False,False,False
sa_spam,promo_marketing_email,high,False,174,True,"<HTML><FONT  BACK=""#ffffff"" style=""BACKGROUND-COLOR: #ffffff"" SIZE=3 PTSIZE=12><B>                                      ",True,False,False,True
sa_spam,promo_marketing_email,high,False,140,True,"Life Insurance Settlements: A unique dual-income opportunity
 	
A Life Settlement is the sale of a life insurance policy",False,False,False,False
sa_spam,promo_marketing_email,medium,False,97,True,"Outstanding Opportunities for ""Premier Producers""	
 	
 	
 Our Client's Search includes:
Full-Time Agents
Sales Managers
",False,False,False,True
sa_spam,promo_marketing_email,high,False,309,False,"To
find out more, click on the link below
MORE INFO
INCREASE YOUR SEX
DRIVE !!!
GREAT SEXIn A Bottle!
Knock
Your Sex Dri",False,False,False,False
sa_spam,promo_marketing_email,high,False,318,True,"Congratulations JM@NETNOTEINC.COM!
Dear JM@NETNOTEINC.COM,
You've been selected
to receive a bottle of Liz Claiborne® fr",False,False,True,False
sa_spam,promo_marketing_email,high,False,126,True,"As seen on NBC, CBS, CNN, and even Oprah! The health 
discovery that actually reverses aging while burning fat, 
without",False,False,False,False
sa_spam,candidate_419_or_advance_fee,high,True,2660,False,"From: Dallin
@AGM Holdings
Subject: Have You Dreamed Of Your Own Home Based Business?
Motivated Individuals
-------> ABO",True,False,True,False
sa_spam,promo_marketing_email,medium,False,53,False,"© Copyright 2002, All Rights Reserved.
__________________________________________________________
Your e-mail address ha",False,False,False,False
sa_spam,promo_marketing_email,high,False,166,False,"______________________________________________________________________
_________________________________________________",True,False,False,False
sa_spam,promo_marketing_email,high,False,534,False,"(See Disclaimer below)

Dear Internet Marketers,

Explode YOUR Sales OVERNIGHT Guanranteed!!!! 

Introducing YOU The Wor",False,False,False,False
sa_spam,promo_marketing_email,medium,False,171,True,"<http://www.e-frsecurities.com/advise.asp> 
Our company's investment objective is to achieve maximum capital
appreciatio",False,False,False,False
sa_spam,promo_marketing_email,high,False,184,True,"Web Pages Load 300% Faster!
Named Online Software Product of the Year
by AGI Consultants
FREE 7-Day Trial
Unique Softwar",False,False,False,False
sa_spam,promo_marketing_email,medium,False,59,True,"Details

Want to refinance?

Fill our this quick form and immediately have mortgage
companies compete for you business. ",True,False,False,False
sa_spam,promo_marketing_email,high,False,118,True,"WE NEED HELP.  We are a 14 year old fortune 500 company, and we have 
grown 1000%!  We cannot keep up.  We are looking f",False,False,False,False
sa_spam,candidate_419_or_advance_fee,high,True,411,True,"DEAR SIR,

I am MRS MARIAM ABACHA, wife of the late Nigerian
Head of State, General Sani Abacha who died on 
the 8th
of ",True,False,True,True
sa_spam,promo_marketing_email,high,False,154,False,"In a recent survey conducted by Durex
<
/
F
O
N
T
>
c
o
n
d
o
m
s
,
<
F
O
N
T
C
O
L
O
R
3
D
#
F
F
0
0
3
3
>
6
7%
<
/
F
O",False,False,False,False
sa_spam,unclear_other,medium,False,14,False,"Could you please send the address of your agent in Saudi Arabia.

Thanks
Sathar",False,False,False,False
sa_spam,promo_marketing_email,high,False,528,False,"The power of Email Marketing
Email Marketing is spreading around the
whole world
because of its high effectiveness,
spee",False,False,False,False
sa_spam,generic_spam_nonphishing,high,False,476,True,"=============================================
Astounding New Software Lets You Find
Out Almost ANYTHING about ANYONE...
",False,False,False,False
sa_spam,promo_marketing_email,high,False,128,True,"The No 1 Businessmaillist in the
World
Spam is a Serious Offence
Want to expose
your
Home Based
Business to 1000�s per d",False,False,False,False
sa_spam,promo_marketing_email,high,False,104,True,"=================================

Guaranteed to increase, lift and firm your
breasts in 60 days or your money back!!

1",False,False,False,False
sa_spam,promo_marketing_email,high,False,154,True,"If you wish to unsubscribe from this list, please send an email to remove@nouce1.com  with REMOVE in the Subject line 
o",False,False,False,False
sa_spam,generic_spam_nonphishing,medium,False,19,True,"--DeathToSpamDeathToSpamDeathToSpam--

-------------------------------------------------------
This sf.net email is spon",False,False,False,False
sa_spam,promo_marketing_email,high,False,367,True,"HI ,  

As a professional bulk mailer for 5 years. I made over $200,000 last 12 months selling only one product, ""The Ba",False,False,False,False
sa_spam,promo_marketing_email,high,False,139,False,"Work From Home Resources
We are desperately need responsible, dependable people through the
United States to fill full a",False,False,True,False
sa_spam,promo_marketing_email,high,False,74,True,"Below is the result of your feedback form.  It was submitted by
 (jamie@msn.com) on Tuesday, August 27, 2002 at 22:26:56",False,False,False,False
sa_spam,promo_marketing_email,high,False,1485,True,"Hi,

I'm a college dropout.  I work about two hours a day.  
I'm ambitious, but extremely lazy, and I make over 
$250,00",True,False,True,False
sa_spam,promo_marketing_email,high,False,88,False,"Dear lanigel ,
100% FREE ADULT HARDCORE!
CLICK HERE
You have received this advertisement because you have opted in to re",False,False,False,False
sa_spam,promo_marketing_email,high,False,110,True,"Everybody gets paid.  No recruiting required.

Join and reserve a position for free now.
Program is 18 weeks old and it'",True,False,True,False
sa_spam,promo_marketing_email,high,False,947,False,"80 to 95%
BELOW WHOLESALE
NEW, AND IN QUANTITIES YOU NEED
A SINGLE UNIT, A PALLET,
OR A TRUCKLOAD
1. Are you still looki",True,False,True,False
sa_spam,promo_marketing_email,high,False,283,True,"_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/

 S   P   E   C   I   A   L         R   E   P   O   R   T  
",False,False,False,False
sa_spam,promo_marketing_email,medium,False,73,False,"Thank You,
Your email address was obtained from a purchased
list, Reference # 1590-17700. If you wish to unsubscribe fro",False,False,False,False
sa_spam,promo_marketing_email,high,False,103,False,"To: 
From: 
Subject: Hello
My name is Danny Creech.  I am from Knoxville, TN.  Since September 11th, 2001....People have",False,False,True,False
sa_spam,promo_marketing_email,high,False,85,False,"Leasing Deal of the Year
Mercedes-Benz
E240 (2.6) Elegance Auto
Specification includes: Automatic, Metallic Paint, Alloy",False,False,False,False
sa_spam,promo_marketing_email,high,False,203,True,"THE EASIEST WAY TO FIND OUT THE TRUTH ABOUT ANYONE

People Searches, Background Checks, Criminal Records, Court
Records ",False,False,False,False
